Title,Date,Link
The Standard Formula: A Guide to Solvency II – Chapter 3: Cross-Border Services and Overseas Branches,January 2024,https://www.skadden.com/insights/publications/2024/01/chapter-3-cross-border-services-and-overseas-branches
China Increases Merger Filing Thresholds,"January 29, 2024",https://www.skadden.com/insights/publications/2024/01/china-increases-merger-filing-thresholds
Cross-Border Cooperation: Coordinated Anti-Bribery Resolutions & Anti-Piling On Policy,January 2024,https://www.skadden.com/insights/publications/2024/01/crossborder-cooperation
NY Guidelines Bring Clarity To Prepackaged Chapter 11 Cases,"January 29, 2024",https://www.skadden.com/insights/publications/2024/01/ny-guidelines-bring-clarity-to-prepackaged-chapter-11-cases
SEC Adopts Final Rules Affecting SPACs and De-SPACs and Provides Related Guidance,"January 29, 2024",https://www.skadden.com/insights/publications/2024/01/sec-adopts-final-rules-affecting-spacs-and-despacs
The Distributed Ledger: January 2024,January 2024,https://www.skadden.com/insights/publications/2024/01/the-distributed-ledger
Books and Records Demands 2023 Recap,"January 28, 2024",https://www.skadden.com/insights/publications/2024/01/books-and-records-demands-2023-recap
Guide to Maintaining the Confidentiality of Commercially Sensitive Information in Agreements Filed With the SEC – 2024 Update,"January 26, 2024",https://www.skadden.com/insights/publications/2024/01/guide-to-maintaining-the-confidentiality
Skadden Discusses Manhattan U.S. Attorney's Office Whistleblower Program for Individuals' Self-Disclosure,"January 26, 2024",https://www.skadden.com/insights/publications/2024/01/skadden-discusses-manhattan-us
US Attorney for SDNY Launches Whistleblower Program to Encourage Self-Disclosure by Individuals,"January 25, 2024",https://www.skadden.com/insights/publications/2024/01/us-attorney-for-sdny-launches-whistleblower-program-to-encourage-selfdisclosure-by-individuals
Beware of Potential Securities Litigation Over Risk Factor,"January 24, 2024",https://www.skadden.com/insights/publications/2024/01/beware-of-potential-securities-litigation-over-risk-factor
CFPB Applies Adverse Action Notification Requirement to Artificial Intelligence Models,"January 24, 2024",https://www.skadden.com/insights/publications/2024/01/cfpb-applies-adverse-action-notification-requirement
Global M&A Activity Endures Headwinds in 2023 and Displays Resilience Going Into 2024,"January 24, 2024",https://www.skadden.com/insights/publications/2024/01/global-ma-activity-endures-headwinds-in-2023-and-displays-resilience-going-into-2024
New York Court of Appeals Reinforces Attorney-Client Privilege Principles,"January 24, 2024",https://www.skadden.com/insights/publications/2024/01/new-york-court-of-appeals
"Proposals To Reform Germany’s Pension System Could Open Market, Benefitting Retirees and — Potentially — Insurers","January 24, 2024",https://www.skadden.com/insights/publications/2024/01/proposals-to-reform-germanys-pensions-system
Proposed UK Reforms to Merger Process Offer Wider Small Market Exception and Better Engagement With Senior Officials on Merits and Remedies,January 2024,https://www.skadden.com/insights/publications/2024/01/proposed-uk-reforms
Revisiting an Age-Old Issue: What Taxes Should Be Treated as Income Taxes?,"January 22, 2024",https://www.skadden.com/insights/publications/2024/01/revisiting-an-age-old-issue
SDNY Amends Guidelines for Prepackaged Chapter 11 Cases,"January 22, 2024",https://www.skadden.com/insights/publications/2024/01/sdny-amends-guidelines
UK Announces Creation of New Trade Sanctions Enforcement Agency and Introduces Further Sanctions Against Russia,"January 22, 2024",https://www.skadden.com/insights/publications/2024/01/uk-announces-creation-of-new-trade-sanctions-enforcement
Fifth Circuit Reverses CFTC Penalty Judgment Under ‘Fair Notice’ Doctrine,"January 19, 2024",https://www.skadden.com/insights/publications/2024/01/fifth-circuit-reverses-cftc-penalty-judgment
Basel 3.1 Implementation in the UK: An Update on PRA Reforms,"January 18, 2024",https://www.skadden.com/insights/publications/2024/01/basel-31-implementation
Skadden Discusses Delaware Chancery Decision on Who Can Recover Lost-Premium Damages,"January 18, 2024",https://www.skadden.com/insights/publications/2024/01/skadden-discusses-delaware
For Financial Institutions: Reminder That Federal Political Activity Can Implicate Certain Pay-to-Play Rules,"January 17, 2024",https://www.skadden.com/insights/publications/2024/01/for-financial-institutions-reminder-that-federal-political
Modifications to the AAA Supplementary Rules and Fee Schedules Published and Effective Immediately,"January 17, 2024",https://www.skadden.com/insights/publications/2024/01/modifications-to-the-aaa-supplementary-rules
US Attorney for SDNY Launches Whistleblower Program To Encourage Self-Disclosure by Individuals,"January 17, 2024",https://www.skadden.com/insights/publications/2024/01/us-attorney-for-sdny-launches-whistleblower-program
"Election Issues on the Horizon: 2024 National Party Conventions, Transition Efforts and Inaugural Activities","January 16, 2024",https://www.skadden.com/insights/publications/2024/01/election-issues-on-the-horizon
"France Strengthens Foreign Investment Controls, Expands Jurisdiction to ‘Commercial Establishments’ Registered in France","January 16, 2024",https://www.skadden.com/insights/publications/2024/01/france-strengthens-foreign-investment-control
Insights From Delaware Litigators: What We’re Watching in 2024,"January 16, 2024",https://www.skadden.com/insights/publications/2024/01/insights-from-delaware-litigators
"Private Sector Space Projects Take Off, Leaving Legal Unknowns in Their Contrails","January 16, 2024",https://www.skadden.com/insights/publications/2024/01/private-sector-space-projects
DOJ Leverages the Private Sector To Achieve Enforcement Goals,"January 12, 2024",https://www.skadden.com/insights/publications/2024/01/doj-leverages-the-private-sector-to-achieve-enforcement-goals
Securities Class Actions Show No Signs of Slowing In 2024,"January 12, 2024",https://www.skadden.com/insights/publications/2024/01/securities-class-actions-show-no-signs-of-slowing-in-2024
Skadden Discusses Merger Enforcement and New Deal Strategies,"January 12, 2024",https://www.skadden.com/insights/publications/2024/01/skadden-discusses-merger
Expert Allegations Could Become More Frequent in Securities Fraud Complaints and Possibly Erode Pleading Standards,"January 11, 2024",https://www.skadden.com/insights/publications/2024/01/expert-allegations
4 International Arbitration Trends To Monitor In 2024,"January 10, 2024",https://www.skadden.com/insights/publications/2024/01/4-international-arbitration-trends-to-monitor-in-2024
A Decades-Old Question Answered: Term Loans Are Not Securities,"January 10, 2024",https://www.skadden.com/insights/publications/2024/01/a-decades-old
The Practitioner’s Guide to Global Investigations 2024 (Individual Penalties Third-Party Rights: The U.K. Perspective),2024,https://www.skadden.com/insights/publications/2024/01/the-practitioners-guide
Activist Investing in Europe 2024,2024,https://www.skadden.com/insights/publications/2024/01/activist-investing-in-europe
Antitrust Yearly Recap: Agency Scrutiny Expands in Scope and Depth,"January 9, 2024",https://www.skadden.com/insights/publications/2024/01/antitrust-yearly-recap
EU Further Strengthens Restrictive Measures Against Russia in 12th Package of Sanctions,"January 9, 2024",https://www.skadden.com/insights/publications/2024/01/eu-further-strengthens-restrictive-measures-against-russia
FTC Enforcement Trends in Consumer Protection Under the Biden Administration,"January 9, 2024",https://www.skadden.com/insights/publications/2024/01/ftc-enforcement
"FCA Finalises UK Sustainable Investment Rules, With More To Follow After Further Consultation","January 8, 2024",https://www.skadden.com/insights/publications/2024/01/fca-finalises-uk-sustainable-investment-rules
Foreign Extortion Prevention Act Criminalizes Demand-Side Bribery,"January 8, 2024",https://www.skadden.com/insights/publications/2024/01/foreign-extortion-prevention-act-criminalizes-demand-side-bribery
Form 20-F for Fiscal Year 2023: What Foreign Private Issuers Should Keep in Mind,"January 8, 2024",https://www.skadden.com/insights/publications/2024/01/form-20f-for-fiscal-year-2023
IRS Expands Scope of Private Letter Ruling Program for Spin-Offs and Other Corporate Transactions,"January 8, 2024",https://www.skadden.com/insights/publications/2024/01/irs-expands-scope-of-private-letter-ruling-program
Revised Proposed Reforms to UK Listing Rules Confirm a Lighter Touch Regime and Set Out a Transition Road Map,"January 8, 2024",https://www.skadden.com/insights/publications/2024/01/revised-proposed-reforms-to-uk-listing-rules
Skadden Discusses DOJ Leveraging of Private Sector To Achieve Enforcement Goals,"January 8, 2024",https://www.skadden.com/insights/publications/2024/01/skadden-discusses-doj-leveraging-of-private-sector-to-achieve-enforcement-goals
Climate Change and Its Undeniable Impact on Insurance: How to Respond?,"January 5, 2024",https://www.skadden.com/insights/publications/2024/01/climate-change-and-its-undeniable-impact-on-insurance
What the Supreme Court's Jack Daniel's Decision Could Mean For the Future of Sports Merchandising,"January 5, 2024",https://www.skadden.com/insights/publications/2024/01/what-the-supreme-courts-jack-daniels-decision-could-mean
"French Blocking Statute: SISSE, PNF, DOJ and French Ministry of Justice Representatives Draw Early Lessons From the 2022 Reform","January 4, 2024",https://www.skadden.com/insights/publications/2024/01/french-blocking-statute
"Skadden Discusses FBI, DOJ, and SEC Guidance on Disclosing Cybersecurity Incidents","January 3, 2024",https://www.skadden.com/insights/publications/2024/01/skadden-discusses-fbi-doj-and-sec-guidance-on-disclosing-cybersecurity-incidents
Proposed FTC Order Suggests Blueprint for AI Adoption,"January 2, 2024",https://www.skadden.com/-/media/files/publications/2024/01/proposed_ftc_order_suggests_blueprint_for_ai_adoption.pdf?rev=469e5acb9ffd434597430cfa91e2e7d6
A Challenging CRE Environment Holds Opportunities In 2024,"January 1, 2024",https://www.skadden.com/insights/publications/2024/01/a-challenging-cre-environment
The Guide to Mergers and Acquisitions 2023 (Representations and Warranties Insurance in Latin American M&A: A Long-Awaited Alternative in the Face of Current Challenges),2023,https://www.skadden.com/insights/publications/2023/12/the-guide-to-mergers-and-acquisitions-2023
District Court Affirms Human Authorship Requirement for the Copyrightability of Autonomously Generated AI,November/December 2023,https://www.skadden.com/insights/publications/2023/12/district-court-affirms-human-authorship-requirement
Recent Changes and Updates To New York Laws,"December 28, 2023",https://www.skadden.com/insights/publications/2023/12/recent-changes-and-updates-to-new-york-laws
Roundup of Upcoming UK Regulatory Reforms for Financial Institutions,"December 28, 2023",https://www.skadden.com/insights/publications/2023/12/roundup-of-upcoming-uk-regulatory-reforms-for-financial-institutions
OCC’s Recent ‘Shelf’ Charter Approval Revives Mechanism for Broader Participation in Failed Bank Auctions,"December 27, 2023",https://www.skadden.com/insights/publications/2023/12/occ-approves-shelf-charter
The Standard Formula: A Guide to Solvency II – Chapter 2: Reinsurance and Risk Transfer,December 2023,https://www.skadden.com/insights/publications/2023/12/chapter-2-reinsurance-and-risk-transfer
Guess Who's Back? Recent Application of the Relation Back Doctrine Under New York Law,"December 22, 2023",https://www.skadden.com/insights/publications/2023/12/guess-whos-back
Risks of Unleashing Generative AI on Company Data,"December 22, 2023",https://www.skadden.com/insights/publications/2023/12/risks-of-unleashing-generative-ai-on-company-data
US-Mexico Agreement Signals Mexican Foreign Investment Screening Body To Come,"December 22, 2023",https://www.skadden.com/insights/publications/2023/12/us-mexico-agreement
